,AuthorAffiliation,Year,A,B,C,D,E,F,G,H,I,J,K,O,Total,Range
47240,SchlumbergerDoll Research Ridgefield CT,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
47241,Shenzhen Institutes of Advanced Technology Chinese Academy of Sciences Shenzhen 518055 China,2010,0,1,0,0,0,0,0,0,0,0,0,0,2,1.1
47242,Digital Equipment Corporation Hudson MA,2010,0,3,0,1,0,0,0,0,0,0,0,0,4,3.3000000000000003
47243,Ritsumeikan Asia Pacific University,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47244,Chubu University,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47245,St Lawrence University Canton NY,2010,0,0,2,0,0,0,0,0,0,0,0,0,2,2.2
47246,Ko University,2010,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
47247,Cleveland State University,2010,0,0,2,0,0,0,1,0,0,1,1,0,15,2.2
47248,fortiss GmbH Germany,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47249,Dhirubhai Ambani Institute of Information and Communication Technology,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47250,Fermilab MS368 PO Box 500 Batavia IL 60510 USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47251,Telogy Networks Germantown MD,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47252,University of Talca,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47253,i2CAT Foundation Jordi Girona Barcelona Spain,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47254,Universit de la Polynsie franaise,2010,0,0,0,0,0,0,0,0,0,0,2,0,3,2.2
47255,Cisco Systems Inc Boxborough MA USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47256,Mentor Graphics Egypt Cairo Egypt,2010,0,0,0,0,0,0,0,2,0,0,0,0,11,2.2
47257,The University of Tokushima,2010,0,0,0,0,0,0,0,0,0,0,2,0,7,2.2
47258,Aichi Institute of Technology,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47259,Quinnipiac University Hamden CT,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,1.1
47260,Acadia University,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47261,Virage Logic,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47262,Universit de Toulouse IRITIRTChampollionISISISAE Castres France,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
47263,INRIA SophiaAntipolis SophiaAntipolis Cedex France 06902,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47264,DePauw University Greencastle IN,2010,0,0,0,0,0,0,0,0,0,0,2,0,2,2.2
47265,Department of Electr Eng California University Riverside CA USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0
47266,Angelo Te 64023 Italy,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47267,Faculty of Computer Science Engineering HCMUT Ho Chi Minh city Vietnam,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47268,IBM Beijing China,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47269,Shanxi University,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47270,University of Wisconsin at Madison,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47271,Lahore University of Management Sciences,2010,0,0,0,0,0,0,3,0,0,0,0,0,9,3.3000000000000003
47272,University of Gvle Gvle Sweden,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,1.1
47273,University of Santa Cruz do Sul,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47274,Institute of Science and Technology Austria Klosterneuburg Austria,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47275,State University of the Central West,2010,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1
47276,Thomson,2010,0,0,0,0,0,0,0,3,0,0,0,0,5,3.3000000000000003
47277,SUNY Geneseo,2010,0,0,0,0,0,0,0,0,0,0,3,0,3,3.3000000000000003
47278,Kalamazoo College,2010,0,0,0,0,0,0,0,0,0,0,2,0,2,2.2
47279,System Information Science Future UniversityHakodate Hokkaido Japan,2010,0,0,0,0,0,0,0,1,0,0,0,0,2,1.1
47280,European University Institute Florence Italy,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47281,Department of Computer Engineering Czstochowa University of Technology Czstochowa Poland and Olsztyn Academy of Computer Science and Management Olsztyn Poland,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47282,Bulgarian Academy of Sciences Veliko Tarnovo Bulgaria,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47283,ASTRON Netherlands Institute for Radio Astronomy Dwingeloo Netherlands,2010,0,0,0,0,0,0,0,0,0,3,0,0,3,3.3000000000000003
47284,Huawei Technologies Chapin SC 29036 USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47285,Dipartimento di Informatica ed Applicazioni Universit di Salerno 84081 Baronissi SA Italy,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47286,IBM Systems and Technology Group 2455 South Road Poughkeepsie New York,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47287,Institute of Computer System Northeastern University Shenyang China,2010,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0
47288,Research Development Center The Nippon Signal Co Ltd Kuki Saitama Japan,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47289,Kagoshima University,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47290,Saitama University,2010,0,0,0,0,0,0,0,13,0,0,0,0,17,14.3
47291,Kyoto Sangyo University,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
47292,United States Air Force Academy CO,2010,0,0,0,0,0,0,0,0,0,0,9,0,9,9.9
47293,think3 IncEuropean Headquarters Via Ronzani 729 40033 Bologna Italy,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47294,Casalecchio di Reno,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47295,Loyola University Chicago,2010,0,0,0,0,0,0,0,1,0,0,0,0,3,1.1
47296,Computer Science Department University of Geneva Carouge Switzerland,2010,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0
47297,Buenos Aires Institute of Technology,2010,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
47298,National School of Computer Sciences University of Manouba Tunisia,2010,0,0,1,0,0,0,0,0,0,0,0,0,7,1.1
47299,University of Miami,2010,0,0,0,0,0,1,0,0,0,0,0,0,8,1.1
47300,James I University,2010,0,0,0,1,0,0,0,1,0,0,0,0,8,1.1
47301,Shenzhen University,2010,0,0,0,0,0,0,0,2,0,0,0,0,5,2.2
47302,GTE Laboratories Incorporated Waltham MA,2010,0,1,0,0,0,0,0,2,0,0,0,0,4,2.2
47303,University of Rome Rome Italy,2010,0,0,1,0,0,1,1,1,0,0,0,0,5,1.1
47304,University Heidelberg Heidelberg Germany,2010,0,0,0,0,0,0,0,0,2,0,0,0,4,2.2
47305,Willamette University,2010,0,0,0,0,0,0,0,0,0,0,2,0,2,2.2
47306,Naval Research Laboratory Stennis Space Center MS,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47307,Stennis Space Center MS,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47308,SMART Technologies Calgary AB Canada,2010,0,0,0,1,0,0,0,3,0,0,0,0,9,3.3000000000000003
47309,CarbaTec Pty Ltd Wakerley QLD Australia,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47310,Konan University,2010,0,0,0,0,0,0,0,1,0,0,0,0,5,1.1
47311,University of West Georgia Carrollton GA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47312,Vector Fabrics Eindhoven The Netherlands 5611 KN,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47313,Faculty of Management and Information Technologies Skopje Macedonia,2010,0,0,0,0,0,0,0,0,1,0,0,0,5,1.1
47314,University of Hohenheim,2010,0,0,0,0,0,0,0,0,2,0,0,0,3,2.2
47315,San Diego State University San Diego CA,2010,0,0,0,0,0,0,0,0,0,0,1,0,9,1.1
47316,IBM Almaden San Jose CA,2010,0,0,1,0,0,2,0,0,0,0,0,0,3,2.2
47317,University of Bedfordshire Department of Computer Science and Technology Luton UK,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47318,Wiesbaden University of Applied Sciences,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47319,Indian Institute of Technology Madras,2010,0,0,1,5,0,1,0,1,1,0,0,0,40,5.5
47320,CASPUR,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
47321,Woods Hole Oceanographic Institution,2010,0,1,0,0,1,0,0,0,0,0,0,0,3,1.1
47322,Bowdoin College Brunswick ME,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47323,US Department of Defense,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47324,California Polytechnic State University San Luis Obispo CA USA,2010,0,0,0,1,0,0,0,1,0,0,0,0,3,1.1
47325,INESC Porto Portugal,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
47326,Universit de Rouen LITIS EA 4108 SaintEtienne du Rouvray France 76801,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47327,PUCRio Rua Marques de Sao Vicente Rio de Janeiro Brazil,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47328,Masdar Institute of Science and Technology,2010,0,0,0,0,0,0,0,0,2,0,0,0,6,2.2
47329,D E Shaw & Co,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
47330,D E Shaw Co New York NY,2010,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
47331,Department of Computer Science & Communications University of MissouriKansas City Kansas,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47332,NYU,2010,0,0,1,0,0,0,0,3,0,0,1,0,12,3.3000000000000003
47333,University of Concepcion,2010,0,0,0,0,0,0,0,0,1,0,1,0,2,1.1
47334,Meteorology Oceanography Group Space Applications Centre ISRO Ahmedabad 380015 India,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47335,Kadir Has University,2010,0,0,1,0,0,0,0,1,0,0,0,0,2,1.1
47336,Isik University,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
47337,University of Sharjah,2010,0,0,0,0,0,1,0,0,0,0,0,0,3,1.1
47338,Mississippi State USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47339,Canon Inc,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47340,Department of Computing Imperial College 180 Queens Gate London SW7 2BZ UK,2010,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
47341,University of London Egham Surrey UK,2010,0,0,0,1,0,0,0,0,0,0,0,0,5,1.1
47342,University of Alabama at Birmingham Birmingham AL,2010,0,0,0,14,0,0,0,0,0,0,0,0,19,15.400000000000002
47343,University of Beira Interior,2010,0,0,1,0,0,0,0,0,0,0,0,0,4,1.1
47344,University of Iowa Department of Computer Science 522421419 Iowa City IA USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0
47345,Center for Research and Teaching in Economics,2010,0,0,0,0,0,0,0,2,0,0,2,0,5,2.2
47346,Shahid Beheshti University,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47347,University Autnoma de Barcelona Cerdanyola Spain,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47348,University of Heidelberg Heidelberg Germany,2010,0,0,0,0,0,0,0,3,2,0,0,0,9,3.3000000000000003
47349,Jawaharlal Nehru University,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47350,IIHRHydroscience and Engineering Iowa City IA,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
47351,Vipadia Limited Ely UK,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
47352,Sam Houston State University,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,1.1
47353,Sofia University St Kliment Ohridski,2010,0,0,0,0,0,0,0,0,1,0,0,0,6,1.1
47354,INRIA RhneAlpes Montbonnot France 38330,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47355,PolishJapanese Institute of Information Technology,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47356,Orebro University,2010,0,0,0,0,0,0,0,0,2,0,0,0,2,2.2
47357,Estudis d,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47358,School of Electrical Engineering Belgrade Serbia,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47359,Graduate School of Information Science Nara Japan,2010,0,0,0,0,0,0,0,2,3,0,0,0,8,3.3000000000000003
47360,St Francis Xavier University,2010,0,0,1,1,0,0,0,1,0,0,0,0,24,1.1
47361,James Cook University,2010,0,0,0,0,0,0,0,1,0,0,0,0,4,1.1
47362,Department of Software Engineering for Medicine Upper Austria University of Applied Sciences Hauptstrasse Hagenberg Austria,2010,0,0,1,0,0,0,0,0,0,0,0,0,3,1.1
47363,Universit AixMarseille II France,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47364,SCHUFA Holding AG Wiesbaden Germany,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
47365,Zayed University,2010,0,0,0,0,0,0,0,0,1,1,0,0,5,1.1
47366,HP Labs Palo Alto GA USA,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
47367,National Institute of Education Singapore,2010,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0
47368,National Technological University Fort Collins CO,2010,0,0,0,0,0,0,0,0,5,0,0,0,7,5.5
47369,Infotech Unit Tecnalia Research and Innovation Zamudio Spain,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47370,Department of Electronic and Telecommunications University of the Basque Country Bilbao Spain,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
47371,Tata Research Development and Design Centre Pune India,2010,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0
47372,Philips Research Briarcliff Manor NY,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47373,HewlettPackard Company Corvallis OR,2010,0,0,0,0,0,0,0,0,0,1,0,0,2,1.1
47374,OGI School of Science and Engineering at OHSU,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47375,Dankook University,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47376,Affymetrix Inc 3380 Central Expressway Santa Clara CA 95051 USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47377,SAP Walldorf Germany,2010,0,0,0,0,0,0,0,1,0,0,0,0,2,1.1
47378,ARM Ltd,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47379,University of Toledo Toledo OH,2010,0,1,0,0,0,0,0,0,0,0,0,0,2,1.1
47380,Kogakuin University,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47381,Telecommunications Research Center Vienna ftw,2010,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1
47382,University of Sunderland Sunderland UK,2010,0,0,0,0,0,0,0,4,0,0,0,0,4,4.4
47383,Qualcomm Flarion Technologies Bridgewater NJ,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47384,Bangkok University,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47385,United Nations University,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
47386,National Institute of Development Administration,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47387,HewlettPackard,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47388,Honda Research Institute Japan Co Ltd Wako Saitama Japan,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47389,Tokyo University of Agriculture and Technology,2010,0,0,1,1,0,0,0,0,0,0,0,0,12,1.1
47390,Catholic University Eichsttt Eichsttt Germany,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47391,University of Abertay Dundee Dundee UK,2010,0,0,0,1,0,0,0,3,1,0,0,0,6,3.3000000000000003
47392,Microsoft Research Cambridge UK CB3 0FB,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47393,Department of Academic Oncology Royal Free Hospital Roland Hill Street London NW3 2PF United Kingdom,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47394,Fakultt fr Mathematik und Informatik TU Bergakademie Freiberg 09596 Freiberg Germany,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47395,Nokia Siemens Networks,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47396,Polish Academy of Sciences Warsaw Poland,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47397,Reutlingen University,2010,0,0,0,0,0,0,0,0,2,0,0,0,2,2.2
47398,IIT National Research Council of Canada Fredericton Canada E3B 9W4,2010,0,0,0,2,0,0,0,0,0,0,0,0,2,2.2
47399,University of California at Riverside Riverside CA,2010,0,0,0,1,0,0,0,3,0,1,0,0,5,3.3000000000000003
47400,PUC Chile,2010,0,0,0,0,0,0,0,3,0,0,0,0,5,3.3000000000000003
47401,Indiana University South Bend,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47402,University of La Rioja,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47403,Department of Computer Education Cheju National University Jeju Korea,2010,0,0,0,3,1,0,0,0,0,0,0,0,8,3.3000000000000003
47404,Lancaster University Computing Department Lancaster UK,2010,0,0,0,0,0,0,0,2,0,0,0,0,6,2.2
47405,Numerical Geometry Ltd 19 John Amner Close Ely Cambridge CB6 1DT England United Kingdom,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47406,IBM do Brasil Brasilia Brazil,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47407,Department of linguistics department of computer science and engineering the ohio state university columbus oh 43201 usa,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47408,IBM Corporation Danbury CT USA,2010,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
47409,Poznan Supercomputing and Networking Center Poland,2010,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0
47410,Federal University of ABC,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47411,Images Signals and Intelligent Systems Laboratory ParisEast University Senart Institute of Technology Lieusaint France,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47412,Department of Information Systems,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47413,University of Western Ontario Canada,2010,0,0,0,0,0,2,0,0,1,1,0,0,4,2.2
47414,NTT Communication Science Laboratories 24 Hikaridai Seikacho Sorakugun Kyoto 6190237 Japan,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
47415,Jilin University,2010,0,0,0,0,0,0,1,0,0,0,0,0,20,1.1
47416,Gazi University,2010,0,0,0,0,0,0,0,0,0,0,2,0,6,2.2
47417,Federal Foundation University of Rio Grande,2010,0,10,6,1,0,0,0,7,9,2,0,0,83,11.0
47418,Department of Computer Science Queensland University St Lucia Qld Australia,2010,0,0,0,0,0,0,0,0,1,0,0,0,5,1.1
47419,National University Costa Rica,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47420,Department of Computer Science and Engineering Hong Kong University of Science and Technology Hong Kong,2010,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0
47421,Health Information Systems 15 Parsons Way Los Altos CA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47422,Synapse Computer Corporation 801 Buckeye Court Milpitas CA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47423,Institute for Geoinformatics University of Muenster Germany,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47424,University of Bielefeld,2010,0,0,0,0,0,0,0,1,1,0,0,0,12,1.1
47425,European Bioinformatics Institute Wellcome Trust Genome Campus Hinxton Cambridge CB10 1SD UK,2010,0,0,0,0,0,0,0,0,0,1,0,0,15,1.1
47426,Institute of Engineering Cybernetics National Academy of Sciences of Belarus Surganova 6 220012 Minsk Belarus,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47427,Department of Applied Mathematics National Chiao Tung University Hsinchu Taiwan 30010,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47428,Sheffield Teaching Hospitals NHS Foundation Trust Sheffield UK,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47429,Danmarks Designskole Kbenhavn Denmark,2010,0,0,0,0,0,0,0,2,0,0,0,0,4,2.2
47430,Communications Research Centre CRC Canada Ottawa Canada K2H 8S2,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47431,Viktoria Institute Gothenburg Sweden,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47432,Electrical Engineering and Computer Science University of California at Merced Merced CA,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
47433,Southern Federal University,2010,0,0,1,0,0,0,0,0,0,0,1,0,2,1.1
47434,CELAR Bruz France,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47435,Simula Research Laboratory Norway,2010,0,0,2,0,0,0,0,0,0,0,0,0,19,2.2
47436,Mahidol University,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47437,FCEyN UBA Argentina,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47438,SmithKettlewell Eye Research Institute San Francisco CA,2010,0,0,0,0,0,0,0,0,1,0,0,0,4,1.1
47439,Madras Christian College Madras India,2010,0,0,1,0,0,0,0,1,0,1,0,0,6,1.1
47440,Konkuk University,2010,0,0,0,0,0,0,0,7,0,0,0,0,19,7.700000000000001
47441,University of Burgundy,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47442,Creighton University,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47443,University of Gdansk,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47444,Systems Research Institute Polish Academy of Science ul Newelska 6 Warsaw Poland and Warsaw Management Academy ul Kaweczynska 36 Warsaw Poland,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47445,California State University Fullerton,2010,0,2,0,0,0,0,1,0,0,0,1,0,8,2.2
47446,Telefnica ID Spain,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47447,UniveWismar University of Applied Sciences,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47448,European University Cyprus,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47449,University of the Basque Country,2010,0,0,0,0,0,0,0,0,3,0,0,0,9,3.3000000000000003
47450,Campus BioMedico University of Rome,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47451,Valparaiso University Valparaiso IN,2010,0,0,0,0,0,0,1,0,0,0,2,0,3,2.2
47452,Sandbridge Technologies Inc Tarrytown NY,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47453,Joint Research Centre European Commission Ispra VA Italy,2010,0,0,0,0,0,0,0,0,4,0,0,0,18,4.4
47454,ETTI Universitatea Politechnica din Bucureti Romnia,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47455,Ontario Institute for Studies in Education Toronto Ontario Canada,2010,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
47456,Hope College Holland MI,2010,0,0,0,0,0,0,0,2,0,0,2,0,4,2.2
47457,IBM Cairo Technology Development Center Giza Egypt,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
47458,Beijing Normal University,2010,1,0,0,0,0,0,0,0,1,0,0,0,7,1.1
47459,Department of Computer Science National Defense Academy of Japan Japan,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47460,Metropolitan University,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,1.1
47461,Laboratoire dInformatique de lInstitut Gaspard Monge Universit ParisEst ChampssurMarne France 77454,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47462,Avalanche Technology Fremont CA,2010,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
47463,California State University Long Beach,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47464,Wuhan University,2010,0,0,0,5,0,0,0,2,1,0,0,0,9,5.5
47465,Oracle Corporation Nashua NH,2010,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
47466,Gustavus Adolphus College St Peter MN,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
47467,University of Santiago de Chile,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47468,Istituto Nazionale di Ricerca Metrologica Torino Italy,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47469,School of Engineering University of the Basque Country Bilbao 48013,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47470,Steelcase Grand Rapids MI USA,2010,0,0,0,0,0,0,0,4,0,0,0,0,4,4.4
47471,CDE IIITH India,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
47472,Osaka Prefecture University,2010,0,0,0,0,0,0,0,0,6,0,0,0,16,6.6000000000000005
47473,Fluid Operations AG Walldorf Germany,2010,0,0,0,0,0,0,0,1,0,0,0,0,6,1.1
47474,LITIS Labs University of Rouen FRANCE,2010,0,0,0,0,0,0,0,1,0,0,0,0,3,1.1
47475,Faculty of Sciences Pitesti University str Targu din Vale 1 0300 Pitesti Romania,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
47476,Mexican Petroleum Institute Mexico DF Mexico,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47477,Hood College Frederick MD,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
47478,University of South Alabama Mobile AL,2010,0,0,0,0,0,0,0,0,0,0,2,0,2,2.2
47479,University of Technology of Compiegne,2010,0,0,4,0,0,0,0,0,0,0,0,0,5,4.4
47480,Birla Institute of Technology,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47481,Madeira Interactive Technologies Institute University of Madeira Funchal Portugal,2010,0,0,0,0,0,0,0,3,0,0,0,0,4,3.3000000000000003
47482,Javeriana University,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47483,CDM Technologies Inc San Luis Obispo CA,2010,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
47484,University of Wales Swansea,2010,0,0,0,0,0,0,0,0,1,0,0,0,2,1.1
47485,TUI University Cypress CA USA,2010,0,0,0,0,0,0,0,0,0,0,2,0,2,2.2
47486,Pitney Bowes Inc Shelton CT USA,2010,0,0,0,0,0,0,0,3,0,0,0,0,3,3.3000000000000003
47487,IBM TJ Watson NY,2010,0,0,0,0,0,0,0,2,0,0,0,0,2,2.2
47488,Danube University Krems,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47489,Dickinson College Carlisle PA,2010,0,0,0,0,0,0,0,0,0,0,3,0,3,3.3000000000000003
47490,STMicroelectronics 850 Rue Jean Monnet F38926 Crolles France,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47491,University of FrancheComte,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47492,University of Engineering and Technology Lahore,2010,0,0,1,0,0,0,0,0,0,0,0,0,8,1.1
47493,Hangzhou Dianzi University,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47494,Educational Testing Service,2010,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
47495,Zircon Computing LLC Wayne NJ,2010,0,0,7,0,0,0,0,0,0,0,0,0,8,7.700000000000001
47496,Amrita Vishwa Vidyapeetham,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,1.1
47497,Thales Research and Technology UK Ltd Worton Drive Worton Grange Reading RG2 0SB UK,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
