,AuthorAffiliation,Year,A,B,C,D,E,F,G,H,I,J,K,O,Total,Range
292,University of Rochester,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
293,Hewlett Packard,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
294,Stony Brook University,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
295,Princeton University,1966,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
296,Argonne National Laboratory,1966,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
297,University of Michigan,1966,0,0,0,3,0,0,0,0,0,0,0,0,3,3.3000000000000003
298,IBM TJ Watson Research Center,1966,0,4,0,0,0,0,0,0,0,0,0,0,13,4.4
299,General Motors Research Laboratories Warren MI,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
300,University of Pennsylvania,1966,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
301,Computer Associates Inc Wakefield Massachusetts,1966,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
302,NEC Research Institute,1966,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
303,Department of Computer Science Texas University El Paso TX USA,1966,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
304,Cornell University,1966,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
305,Harvard University,1966,0,0,0,0,0,1,0,0,0,0,0,0,3,1.1
306,SRI International,1966,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
307,Massachusetts Institute of Technology,1966,0,0,0,0,0,3,0,0,0,0,0,0,8,3.3000000000000003
308,Imperial College London,1966,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
309,Queen Mary University of London,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
310,Medical Research Council London England,1966,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
311,University College London London UK,1966,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
312,Rice University,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
313,Bell Laboratories Whippany New Jersey,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
314,Iowa State University,1966,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
315,University of Maryland,1966,0,0,0,0,0,0,0,0,1,0,0,0,5,1.1
316,Computer Associates Inc Smithfield RI,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
317,The RAND Corporation Santa Monica California,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
318,Stanford University,1966,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0
319,University of Illinois at UrbanaChampaign,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
320,University of Toronto,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
321,IBM Almaden Research Center,1966,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
322,Synopsys Inc,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
323,AT&T Bell Laboratories,1966,0,0,0,0,0,0,1,0,0,0,0,0,5,1.1
324,Stevens Institute of Technology,1966,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
325,University of California Berkeley,1966,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
326,TRW Redondo Beach California,1966,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
327,University of Illinois at Chicago,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
328,University of Amsterdam,1966,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
329,University of Turku,1966,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
330,University of Copenhagen,1966,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
331,IBM Systems and Technology Group Hopewell Junction NY,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
332,Michigan State University,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
333,University of MichiganDearborn,1966,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
334,Case Western Reserve University,1966,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
335,Northwestern University,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
336,University College of Wales Aberystwyth UK,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
337,University of California Santa Barbara,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
338,IBM Corporation Danbury CT USA,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
339,Independent Consultant Phoenix AZ,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
340,University of Southern California,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
341,California Institute of Technology,1966,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
342,Boston University,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
343,Carnegie Mellon University,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
344,Purdue University,1966,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
345,Simula Research Laboratory,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
346,Systems Development Corporation,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
347,New York University,1966,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
348,Washington University in St Louis,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
349,University of Cincinnati,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
350,Bellcore Morristown,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
351,GTE Laboratories Incorporated Waltham MA,1966,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
352,Association for Computing Machinery New York NY,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
353,University of Wisconsin Madison,1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
354,GE Research and Development Schenectady NY,1966,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
355,New York University,1967,0,0,0,1,0,0,0,0,0,0,0,0,3,1.1
356,Swedish Institute of Computer Science,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
357,Rice University,1967,1,0,0,0,0,0,0,0,0,0,0,0,2,1.1
358,University of Waterloo,1967,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
359,IBM TJ Watson Research Center,1967,0,0,0,0,0,0,6,0,0,0,0,0,11,6.6000000000000005
360,IBM Systems and Technology Group Poughkeepsie New York,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
361,IBM Microelectronics Burlington VT,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
362,Stanford University,1967,1,0,0,3,0,0,2,0,1,0,2,0,25,3.3000000000000003
363,University of Pennsylvania,1967,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
364,Carnegie Mellon University,1967,0,0,0,1,0,1,0,0,0,0,0,0,5,1.1
365,University of Texas,1967,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
366,Massachusetts Institute of Technology,1967,0,0,0,1,0,4,0,0,0,0,0,0,11,4.4
367,University of Colorado at Boulder,1967,0,0,0,1,0,1,0,0,0,0,0,0,6,1.1
368,Argonne National Laboratory,1967,0,0,0,0,0,1,2,0,4,0,0,0,8,4.4
369,NASA Goddard Space Flight Center,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
370,California Institute of Technology,1967,0,0,0,1,0,2,0,0,2,0,0,0,5,2.2
371,Washington University in St Louis,1967,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0
372,Pennsylvania State University,1967,0,0,0,0,0,2,0,0,0,0,0,0,3,2.2
373,University of California Los Angeles,1967,1,0,0,1,0,0,2,0,0,0,1,0,11,2.2
374,Columbia University,1967,0,0,0,0,0,1,0,0,0,0,0,0,2,1.1
375,University of Chicago,1967,0,0,0,0,0,1,0,0,0,0,0,0,2,1.1
376,Yahoo Labs,1967,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
377,University of Southern California,1967,0,0,0,0,0,0,1,0,1,0,0,0,4,1.1
378,The RAND Corporation Santa Monica California,1967,0,0,0,0,0,0,0,0,3,0,0,0,5,3.3000000000000003
379,Intel Research,1967,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
380,University of Illinois at UrbanaChampaign,1967,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
381,University of Konstanz,1967,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
382,IBM Almaden Research Center,1967,0,0,0,0,0,0,0,3,0,0,0,0,4,3.3000000000000003
383,SRI International,1967,0,0,0,0,0,2,3,0,0,0,0,0,5,3.3000000000000003
384,Medical Research Council London England,1967,0,0,0,0,0,0,4,0,0,0,0,0,4,4.4
385,Imperial College London,1967,0,0,0,0,0,2,0,0,0,0,0,0,2,2.2
386,Cornell University,1967,1,0,0,2,0,1,1,0,0,0,1,0,7,2.2
387,University of MichiganDearborn,1967,1,0,0,0,0,0,0,0,2,0,0,0,5,2.2
388,System Development Corporation Santa Monica California,1967,0,0,0,1,1,0,0,0,0,0,0,0,7,1.1
389,BBN Technologies,1967,0,0,0,2,0,0,0,0,2,0,0,0,4,2.2
390,University of Cambridge,1967,0,0,0,0,0,1,0,0,0,0,0,0,5,1.1
391,University of Maryland,1967,0,0,0,0,0,0,1,0,0,0,1,0,3,1.1
392,University of Wisconsin Madison,1967,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
393,Independent Consultant Phoenix AZ,1967,0,0,0,1,0,0,0,0,3,0,0,0,4,3.3000000000000003
394,Cadence Design Systems Inc Endicott New York USA,1967,0,0,0,1,0,0,1,0,0,0,0,0,2,1.1
395,University of Ottawa,1967,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
396,ETH Zurich,1967,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
397,Sperry Univac Blue Bell PA,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
398,Viewpoints Research Institute Glendale CA,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
399,Brown University,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
400,Association for Computing Machinery New York NY,1967,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
401,Northwestern University,1967,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
402,Purdue University,1967,0,1,0,0,0,0,0,0,0,0,0,0,2,1.1
403,University of California Berkeley,1967,0,0,0,1,1,1,0,0,2,0,0,0,7,2.2
404,University of Toronto,1967,0,0,0,0,0,0,2,0,0,0,0,0,2,2.2
405,Harvard University,1967,0,0,0,1,1,0,0,0,0,0,0,0,2,1.1
406,University of California Livermore CA,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
407,Intelligent Automation Inc Rockville MD,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
408,Indian Statistical Institute,1967,0,0,0,0,0,1,1,0,0,0,0,0,2,1.1
409,AT&T Bell Laboratories,1967,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
410,TRW Redondo Beach California,1967,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
411,Uppsala University,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
412,Yahoo Research,1967,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
413,University of California San Diego,1967,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
414,Carnegie Institute of Technology Pittsburgh Pennsylvania,1967,0,0,0,1,0,0,0,0,0,0,0,0,3,1.1
415,Case Western Reserve University,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
416,Honeywell Systems and Research Center St Paul Minnesota,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
417,Tokyo Denki University,1967,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
418,Oak Ridge National Laboratory,1967,0,0,0,0,0,0,1,0,0,0,0,0,2,1.1
419,Lawrence Livermore National Laboratory,1967,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
420,Rensselaer Polytechnic Institute,1967,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
421,State University of New York at Buffalo,1967,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
422,Lund University,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
423,Hewlett Packard,1967,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
424,University of Sydney Australia,1967,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
425,GTE Laboratories Incorporated Waltham MA,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
426,University of Auckland,1967,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
427,Institute for Information Technology National Research Council Canada Ottawa Ontario Canada,1967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
428,University of Washington,1967,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
429,New York University,1968,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
430,University of Washington,1968,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
431,IBM TJ Watson Research Center,1968,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0
432,Northwestern University,1968,0,0,0,0,0,0,0,0,2,0,0,0,4,2.2
433,BBN Technologies,1968,0,0,0,0,0,0,0,0,0,5,0,0,15,5.5
434,The RAND Corporation Santa Monica California,1968,0,0,0,0,0,1,1,0,2,0,0,0,5,2.2
435,System Development Corporation Santa Monica California,1968,0,0,0,0,0,1,0,0,0,0,0,0,13,1.1
436,Harvard University,1968,0,0,0,0,0,0,0,1,0,0,0,0,5,1.1
437,University of Maryland,1968,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
438,Purdue University,1968,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
439,Georgia Institute of Technology,1968,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
440,University of Toronto,1968,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
441,IBM TJ Watson Research Center USA IBM Rochester USA,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
442,University of California Los Angeles,1968,0,0,0,0,0,0,0,0,2,0,0,0,7,2.2
443,Stanford University,1968,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0
444,University of Kentucky,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
445,University of Utah,1968,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
446,AT&T Bell Laboratories,1968,0,0,0,0,0,3,0,0,0,0,0,0,7,3.3000000000000003
447,Association for Computing Machinery New York NY,1968,0,0,0,1,0,2,0,0,0,0,0,0,3,2.2
448,University of Pennsylvania,1968,0,0,0,0,0,0,0,0,1,0,0,0,7,1.1
449,University of Virginia,1968,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
450,University of California Livermore,1968,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
451,California Institute of Technology,1968,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
452,MIT Lincoln Laboratory Lexington MA,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
453,Case Western Reserve University,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
454,Yale University,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
455,Cadence Design Systems Inc Endicott New York USA,1968,0,0,0,2,0,0,0,0,0,0,0,0,3,2.2
456,Computer Associates Inc Wakefield Massachusetts,1968,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
457,The RAND Corp Santa Monica CA,1968,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
458,Massachusetts Institute of Technology,1968,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0
459,SRI International,1968,0,0,0,0,0,1,0,0,0,0,0,0,10,1.1
460,Lawrence Livermore National Laboratory,1968,0,0,0,0,0,0,0,0,2,0,0,0,2,2.2
461,General Motors Warren MI,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
462,The MITRE Corporation Baileys Crossroads Virginia,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
463,University of Wisconsin Madison,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
464,Altarum Institute,1968,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
465,Carnegie Mellon University,1968,0,0,0,0,0,0,0,0,1,0,0,0,6,1.1
466,Cornell University,1968,0,0,0,0,0,2,0,1,0,0,0,0,4,2.2
467,University of Tennessee,1968,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
468,Hewlett Packard,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
469,Montana State University Bozeman MT,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
470,Intel Research,1968,0,0,0,0,0,0,0,0,2,0,0,0,4,2.2
471,Bell Laboratories Whippany New Jersey,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
472,University of Southern California,1968,0,0,0,0,0,0,1,0,0,0,0,0,3,1.1
473,Independent Consultant Phoenix AZ,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
474,University of Colorado at Boulder,1968,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
475,CoGenTex Inc Ithaca NY,1968,0,0,0,0,0,3,0,0,0,0,0,0,3,3.3000000000000003
476,University of MichiganDearborn,1968,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
477,University of Michigan,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
478,University of California Santa Cruz,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
479,University of Waterloo,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
480,IBM Systems and Technology Group Hopewell Junction NY,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
481,University of California Berkeley,1968,0,0,0,0,0,1,0,0,0,0,0,0,4,1.1
482,IB EuroCaucasian University,1968,0,0,0,0,0,0,1,0,0,0,0,0,2,1.1
483,Kings College London,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
484,St Petersburg Institute for Informatics and Automation of the Russian Academy of Sciences StPetersburg Russia,1968,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
485,University of MissouriRolla,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
486,Columbia University,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
487,Washington University in St Louis,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
488,University College of Wales Aberystwyth UK,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
489,Eindhoven University of Technology,1968,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
490,University of Houston,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
491,Argonne National Laboratory,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
492,Rensselaer Polytechnic Institute,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
493,University of Cambridge,1968,0,0,0,0,0,0,0,0,0,0,1,0,2,1.1
494,University of Colorado,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
495,General Electric Global Research Niskayuna NY,1968,0,0,0,0,0,2,0,0,0,0,0,0,2,2.2
496,University of Illinois at Chicago,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
497,Swedish Institute of Computer Science,1968,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
498,Ohio State University,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
499,Princeton University,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
500,Purdue University Calumet Hammond IN,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
501,Uppsala University,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
502,University of Essex,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
503,AT&T Bell Laboratories Murray Hill,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
504,University of New South Wales ,1968,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
505,Princeton University,1969,0,0,0,2,0,1,0,0,0,0,0,0,7,2.2
506,General Electric Global Research Niskayuna NY,1969,0,0,0,1,0,0,0,0,0,0,0,0,4,1.1
507,The RAND Corporation Santa Monica California,1969,0,0,0,0,0,0,0,0,2,0,0,0,8,2.2
508,Swedish Institute of Computer Science,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
509,Microsoft Research,1969,0,0,2,0,0,0,0,0,0,0,0,0,3,2.2
510,National Physical Lab Teddington England,1969,0,0,3,0,0,0,0,0,0,0,0,0,3,3.3000000000000003
511,IBM TJ Watson Research Center,1969,0,0,1,5,0,2,0,0,0,1,0,0,19,5.5
512,AT&T Bell Laboratories,1969,0,0,1,2,0,8,2,0,0,0,1,0,23,8.8
513,Georgia Institute of Technology,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
514,University of Toronto,1969,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
515,Case Western Reserve University,1969,0,0,0,0,0,2,1,0,0,0,0,0,3,2.2
516,Stanford University,1969,0,0,0,3,1,3,5,0,1,0,1,0,32,5.5
517,University of Pennsylvania,1969,0,0,0,0,0,0,0,0,3,0,0,0,4,3.3000000000000003
518,Illinois Institute of Technology,1969,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
519,Cornell University,1969,0,0,0,1,0,3,0,0,0,0,1,0,10,3.3000000000000003
520,Lister Hill Center Bethesda MD,1969,0,0,0,0,0,0,0,0,2,0,0,0,2,2.2
521,System Development Corporation Santa Monica California,1969,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
522,University of Virginia,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
523,BBN Technologies,1969,0,0,0,0,0,0,1,0,0,0,0,0,13,1.1
524,Department of Electr Eng Utah University Salt Lake City UT,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
525,Oracle Corporation Nashua NH,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
526,University of Houston,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
527,IBM Almaden Research Center,1969,0,0,0,1,0,0,0,0,0,0,0,0,4,1.1
528,Carnegie Mellon University,1969,0,0,0,1,0,4,1,1,1,0,0,0,21,4.4
529,Politehnica University of Bucharest,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
530,Massachusetts Institute of Technology,1969,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0
531,Boston University,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
532,Microelectronics Center of North Carolina Research Triangle Park North Carolina,1969,0,0,0,0,0,0,0,0,0,0,4,0,4,4.4
533,University of Waterloo,1969,0,0,0,0,0,0,2,0,0,0,0,0,2,2.2
534,University of Illinois at UrbanaChampaign,1969,0,0,0,0,0,0,2,0,0,0,0,0,15,2.2
535,Rockford Research Inc,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
536,State University of New York at Buffalo,1969,0,0,0,0,0,2,0,0,0,0,0,0,3,2.2
537,Stony Brook University,1969,0,0,0,0,0,0,0,0,0,0,1,0,1,1.1
538,University of Alberta,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
539,University of Colorado at Boulder,1969,0,0,1,0,0,0,0,0,0,0,0,0,2,1.1
540,University of MichiganDearborn,1969,0,0,0,5,0,0,0,0,0,0,1,0,12,5.5
541,IB EuroCaucasian University,1969,0,0,0,0,0,0,2,0,0,0,0,0,2,2.2
542,MIT Lincoln Laboratory Lexington MA,1969,0,0,0,1,0,0,0,0,0,0,0,0,3,1.1
543,Eastgate Systems Inc Watertown MA,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
544,NEC Research Institute,1969,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
545,Imperial College London,1969,0,0,0,0,0,1,0,0,1,0,0,0,2,1.1
546,University of California Los Angeles,1969,0,0,0,0,0,1,0,0,1,0,0,0,10,1.1
547,GE Research and Development Schenectady NY,1969,0,0,0,0,0,2,0,0,1,0,0,0,3,2.2
548,Yale University,1969,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
549,University of Stuttgart,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
550,Washington State University,1969,0,0,0,0,0,0,2,0,0,0,0,0,2,2.2
551,Purdue University,1969,1,0,0,0,0,1,1,0,0,0,0,0,9,1.1
552,IBM Systems and Technology Group Hopewell Junction NY,1969,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
553,Naval Surface Warfare Center,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
554,IBM Systems and Technology Group Poughkeepsie New York,1969,0,0,0,0,0,0,2,0,0,0,0,0,3,2.2
555,Stevens Institute of Technology,1969,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
556,SRI International,1969,0,0,0,0,0,4,0,1,0,0,0,0,8,4.4
557,University of California Berkeley,1969,0,0,0,1,0,1,0,0,0,0,0,0,3,1.1
558,Department of Computer Science Sacred Heart University Fairfield CT,1969,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
559,National Cash Register,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
560,General Motors Research Laboratories Warren MI,1969,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
561,Digital Equipment Corporation Maynard Massachusetts,1969,0,0,0,1,0,0,0,0,0,0,0,0,2,1.1
562,University of Maryland,1969,0,0,0,0,0,0,0,0,1,0,0,0,5,1.1
563,The MITRE Corporation McLean VA,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
564,Medical Research Council London England,1969,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
565,University of Arizona,1969,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
566,California Institute of Technology,1969,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
567,University of Texas,1969,0,0,0,0,0,1,0,0,0,0,0,0,8,1.1
568,University of Washington,1969,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
569,The MITRE Corporation,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
570,University of Baltimore Baltimore MD,1969,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
571,Arizona State University,1969,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
572,University of Cambridge,1969,0,1,0,0,0,0,0,0,0,0,0,0,4,1.1
573,Cornell University Medical College New York New York,1969,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
574,Computer Associates Inc Wakefield Massachusetts,1969,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
575,University of Wisconsin Madison,1969,0,0,0,0,0,0,0,0,0,0,1,0,6,1.1
576,Independent Consultant Phoenix AZ,1969,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
577,National Institutes of Health,1969,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
578,University of Oxford,1969,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
579,AutoSimulations Marietta GA,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
580,University of Michigan,1969,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0
581,Altarum Institute,1969,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
582,Association for Computing Machinery New York NY,1969,0,0,0,3,0,0,0,0,0,0,0,0,4,3.3000000000000003
583,Massachusetts General Hospital,1969,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
584,University of North Carolina at Chapel Hill,1969,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
585,SPECS IUA UPF Barcelona Spain,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
586,University of California Santa Cruz,1969,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
587,Pennsylvania State University,1969,0,0,0,0,0,0,0,0,0,0,1,0,2,1.1
588,IBM Corporation Business Performance Services Armonk New York 10504,1969,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
589,Indiana University,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
590,IBM Corporation,1969,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
